"transaction_id","store_id","employee_id","tran_time","payment_method_id"
116,5,18,"2025-07-10 00:00:00",1
117,3,38,"2025-01-11 00:00:00",4
118,3,40,"2025-01-02 00:00:00",3
119,1,28,"2025-04-19 00:00:00",3
120,3,47,"2025-04-22 00:00:00",1
121,1,47,"2025-03-06 00:00:00",3
122,2,14,"2025-04-11 00:00:00",3
123,3,40,"2025-07-06 00:00:00",2
124,3,7,"2025-05-13 00:00:00",4
125,1,7,"2025-04-17 00:00:00",1
126,2,47,"2025-01-31 00:00:00",3
127,1,18,"2025-05-01 00:00:00",3
128,3,24,"2025-06-19 00:00:00",4
129,3,3,"2025-01-06 00:00:00",1
130,5,47,"2025-01-11 00:00:00",2
131,5,3,"2025-01-13 00:00:00",3
132,2,28,"2025-01-11 00:00:00",3
133,1,3,"2025-05-29 00:00:00",4
134,1,46,"2025-07-04 00:00:00",3
135,2,7,"2025-04-04 00:00:00",1
136,5,46,"2025-02-02 00:00:00",4
137,1,46,"2025-05-07 00:00:00",2
138,3,28,"2025-04-15 00:00:00",1
139,5,7,"2025-07-10 00:00:00",1
140,5,40,"2025-02-15 00:00:00",4
141,3,14,"2025-01-05 00:00:00",5
142,5,28,"2025-03-13 00:00:00",4
143,2,7,"2025-04-15 00:00:00",3
144,2,18,"2025-03-11 00:00:00",4
145,4,28,"2025-03-29 00:00:00",1
146,2,24,"2025-05-11 00:00:00",4
147,4,7,"2025-07-10 00:00:00",2
148,1,14,"2025-03-01 00:00:00",3
149,4,24,"2025-01-02 00:00:00",4
150,5,47,"2025-07-04 00:00:00",2
151,2,28,"2025-01-26 00:00:00",1
152,2,46,"2025-04-19 00:00:00",3
153,5,3,"2025-07-09 00:00:00",2
154,5,46,"2025-06-25 00:00:00",3
155,4,3,"2025-06-11 00:00:00",3
156,5,28,"2025-01-24 00:00:00",1
157,5,47,"2025-06-17 00:00:00",3
158,1,3,"2025-01-22 00:00:00",4
159,3,38,"2025-02-09 00:00:00",3
160,1,14,"2025-04-12 00:00:00",5
161,3,38,"2025-07-26 00:00:00",4
162,5,18,"2025-03-05 00:00:00",4
163,4,38,"2025-06-04 00:00:00",4
164,2,38,"2025-04-05 00:00:00",1
165,3,24,"2025-01-03 00:00:00",4
166,3,40,"2025-06-03 00:00:00",4
167,2,14,"2025-07-23 00:00:00",3
168,4,46,"2025-07-02 00:00:00",3
169,4,24,"2025-02-02 00:00:00",3
170,3,40,"2025-07-30 00:00:00",4
171,4,38,"2025-01-03 00:00:00",1
172,3,24,"2025-01-29 00:00:00",3
173,1,38,"2025-07-21 00:00:00",1
174,4,14,"2025-02-06 00:00:00",2
175,2,3,"2025-05-02 00:00:00",1
176,1,18,"2025-03-17 00:00:00",2
177,1,28,"2025-04-09 00:00:00",2
178,4,3,"2025-07-19 00:00:00",1
179,1,3,"2025-05-23 00:00:00",1
180,1,47,"2025-01-09 00:00:00",2
181,4,3,"2025-01-06 00:00:00",3
182,4,28,"2025-04-08 00:00:00",1
183,5,24,"2025-01-20 00:00:00",1
184,5,14,"2025-03-10 00:00:00",2
185,2,47,"2025-02-11 00:00:00",2
186,4,18,"2025-06-07 00:00:00",1
187,3,46,"2025-06-20 00:00:00",4
188,2,7,"2025-03-13 00:00:00",1
189,4,38,"2025-07-30 00:00:00",4
190,2,47,"2025-05-19 00:00:00",2
191,2,28,"2025-07-14 00:00:00",4
192,3,38,"2025-05-03 00:00:00",1
193,5,38,"2025-02-05 00:00:00",5
194,1,18,"2025-07-14 00:00:00",2
195,4,14,"2025-01-03 00:00:00",3
196,1,3,"2025-05-14 00:00:00",2
197,2,7,"2025-02-23 00:00:00",3
198,5,24,"2025-01-13 00:00:00",1
199,2,3,"2025-05-16 00:00:00",3
200,2,18,"2025-07-12 00:00:00",4
201,2,18,"2025-01-07 00:00:00",2
202,5,38,"2025-06-22 00:00:00",1
203,4,18,"2025-03-26 00:00:00",5
204,1,3,"2025-03-17 00:00:00",4
205,3,18,"2025-07-28 00:00:00",1
206,5,46,"2025-03-24 00:00:00",3
207,5,14,"2025-02-10 00:00:00",1
208,2,46,"2025-05-10 00:00:00",1
209,5,3,"2025-03-03 00:00:00",1
210,5,18,"2025-05-01 00:00:00",2
211,2,47,"2025-04-01 00:00:00",1
212,5,47,"2025-06-12 00:00:00",2
213,5,47,"2025-02-28 00:00:00",1
214,3,40,"2025-05-05 00:00:00",2
215,1,7,"2025-06-01 00:00:00",1
216,2,40,"2025-01-08 00:00:00",3
217,5,14,"2025-04-09 00:00:00",1
218,5,46,"2025-03-14 00:00:00",1
219,2,46,"2025-07-08 00:00:00",3
220,5,14,"2025-04-14 00:00:00",3
221,3,40,"2025-06-02 00:00:00",2
222,2,47,"2025-04-20 00:00:00",1
223,4,38,"2025-07-09 00:00:00",1
224,4,38,"2025-01-21 00:00:00",1
225,2,38,"2025-02-13 00:00:00",1
226,3,3,"2025-07-14 00:00:00",4
227,5,40,"2025-07-01 00:00:00",2
228,2,24,"2025-01-19 00:00:00",2
229,4,14,"2025-05-07 00:00:00",2
230,4,47,"2025-07-13 00:00:00",2
231,2,18,"2025-07-06 00:00:00",4
232,1,38,"2025-05-26 00:00:00",4
233,5,47,"2025-02-07 00:00:00",4
234,4,47,"2025-04-27 00:00:00",1
235,5,38,"2025-03-23 00:00:00",4
236,5,14,"2025-06-23 00:00:00",4
237,5,7,"2025-07-11 00:00:00",1
238,1,40,"2025-01-26 00:00:00",5
239,1,28,"2025-07-23 00:00:00",3
240,2,3,"2025-01-27 00:00:00",1
241,1,28,"2025-03-28 00:00:00",4
242,3,38,"2025-02-16 00:00:00",5
243,5,40,"2025-07-14 00:00:00",1
244,5,40,"2025-06-14 00:00:00",5
245,2,24,"2025-06-11 00:00:00",2
246,3,3,"2025-03-08 00:00:00",3
247,1,24,"2025-01-24 00:00:00",1
248,2,40,"2025-07-06 00:00:00",4
249,5,24,"2025-06-20 00:00:00",2
250,3,7,"2025-04-10 00:00:00",3
251,3,46,"2025-07-12 00:00:00",2
252,3,18,"2025-03-13 00:00:00",3
253,5,28,"2025-07-30 00:00:00",1
254,2,24,"2025-04-17 00:00:00",3
255,5,7,"2025-06-20 00:00:00",1
256,1,3,"2025-02-26 00:00:00",2
257,4,3,"2025-05-11 00:00:00",3
258,5,3,"2025-07-21 00:00:00",3
259,4,46,"2025-07-01 00:00:00",2
260,3,46,"2025-06-15 00:00:00",1
261,4,7,"2025-01-26 00:00:00",4
262,2,14,"2025-03-26 00:00:00",3
263,4,14,"2025-03-30 00:00:00",2
264,5,46,"2025-06-23 00:00:00",4
265,5,28,"2025-07-07 00:00:00",2
266,3,3,"2025-03-22 00:00:00",4
267,1,46,"2025-07-09 00:00:00",5
268,2,3,"2025-01-17 00:00:00",3
269,3,40,"2025-06-15 00:00:00",3
270,3,28,"2025-04-07 00:00:00",4
271,2,18,"2025-03-26 00:00:00",1
272,1,24,"2025-05-16 00:00:00",5
273,2,46,"2025-07-17 00:00:00",2
274,1,28,"2025-07-07 00:00:00",4
275,4,24,"2025-02-12 00:00:00",1
276,1,38,"2025-01-13 00:00:00",3
277,3,38,"2025-05-27 00:00:00",4
278,5,24,"2025-01-07 00:00:00",5
279,4,14,"2025-06-26 00:00:00",3
280,2,46,"2025-01-16 00:00:00",3
281,3,3,"2025-07-08 00:00:00",3
282,3,28,"2025-01-30 00:00:00",3
283,5,38,"2025-05-06 00:00:00",2
284,5,3,"2025-04-29 00:00:00",5
285,2,47,"2025-05-05 00:00:00",4
286,3,18,"2025-03-07 00:00:00",4
287,4,47,"2025-03-06 00:00:00",2
288,2,18,"2025-01-27 00:00:00",4
289,1,24,"2025-01-19 00:00:00",3
290,2,46,"2025-01-08 00:00:00",4
291,5,28,"2025-01-13 00:00:00",4
292,1,28,"2025-05-07 00:00:00",3
293,4,40,"2025-01-11 00:00:00",3
294,1,40,"2025-06-01 00:00:00",1
295,3,47,"2025-01-10 00:00:00",1
296,3,24,"2025-05-04 00:00:00",1
297,2,7,"2025-03-13 00:00:00",3
298,3,3,"2025-04-24 00:00:00",2
299,4,40,"2025-02-20 00:00:00",4
300,1,46,"2025-03-14 00:00:00",2
301,3,18,"2025-07-09 00:00:00",4
302,5,28,"2025-07-28 00:00:00",4
303,5,28,"2025-03-04 00:00:00",5
304,4,46,"2025-06-29 00:00:00",4
305,2,46,"2025-03-22 00:00:00",3
306,1,14,"2025-04-22 00:00:00",4
307,4,38,"2025-03-17 00:00:00",5
308,1,38,"2025-05-31 00:00:00",1
309,3,24,"2025-03-22 00:00:00",1
310,1,46,"2025-03-17 00:00:00",4
311,1,47,"2025-06-26 00:00:00",1
312,1,18,"2025-05-05 00:00:00",4
313,2,47,"2025-02-03 00:00:00",1
314,1,46,"2025-03-05 00:00:00",2
315,2,40,"2025-04-19 00:00:00",1
316,4,28,"2025-01-26 00:00:00",5
317,3,40,"2025-02-06 00:00:00",3
318,1,38,"2025-01-17 00:00:00",2
319,3,47,"2025-06-09 00:00:00",1
320,5,14,"2025-05-13 00:00:00",2
321,3,24,"2025-05-22 00:00:00",4
322,2,3,"2025-05-08 00:00:00",2
323,1,7,"2025-04-12 00:00:00",4
324,4,3,"2025-01-07 00:00:00",1
325,1,18,"2025-02-12 00:00:00",1
326,4,38,"2025-07-25 00:00:00",5
327,3,47,"2025-03-26 00:00:00",1
328,4,38,"2025-02-18 00:00:00",3
329,3,46,"2025-02-13 00:00:00",1
330,4,38,"2025-02-01 00:00:00",3
331,5,3,"2025-04-17 00:00:00",5
332,3,28,"2025-01-17 00:00:00",1
333,5,40,"2025-07-10 00:00:00",1
334,1,7,"2025-06-15 00:00:00",1
335,4,46,"2025-05-19 00:00:00",1
336,5,46,"2025-03-08 00:00:00",3
337,3,47,"2025-01-02 00:00:00",3
338,4,38,"2025-05-09 00:00:00",2
339,2,24,"2025-05-16 00:00:00",4
340,2,3,"2025-06-22 00:00:00",1
341,1,18,"2025-01-03 00:00:00",3
342,2,14,"2025-07-02 00:00:00",3
343,4,24,"2025-06-01 00:00:00",1
344,3,18,"2025-02-26 00:00:00",3
345,3,3,"2025-03-08 00:00:00",1
346,5,14,"2025-07-31 00:00:00",3
347,2,46,"2025-05-16 00:00:00",3
348,2,3,"2025-01-27 00:00:00",4
349,4,46,"2025-02-06 00:00:00",1
350,2,7,"2025-04-29 00:00:00",2
351,4,38,"2025-03-16 00:00:00",1
352,5,47,"2025-01-14 00:00:00",3
353,4,18,"2025-05-19 00:00:00",3
354,5,24,"2025-06-04 00:00:00",4
355,4,7,"2025-06-20 00:00:00",1
356,1,14,"2025-04-16 00:00:00",3
357,2,18,"2025-01-23 00:00:00",4
358,3,47,"2025-05-24 00:00:00",5
359,3,3,"2025-06-10 00:00:00",2
360,5,38,"2025-01-03 00:00:00",1
361,5,28,"2025-03-06 00:00:00",1
362,4,47,"2025-03-05 00:00:00",4
363,5,14,"2025-06-11 00:00:00",4
364,3,24,"2025-01-14 00:00:00",3
365,4,46,"2025-06-10 00:00:00",1
366,4,46,"2025-03-03 00:00:00",3
367,3,46,"2025-01-28 00:00:00",1
368,5,3,"2025-02-19 00:00:00",3
369,5,46,"2025-02-13 00:00:00",1
370,4,47,"2025-02-12 00:00:00",1
371,1,18,"2025-01-23 00:00:00",4
372,5,3,"2025-05-02 00:00:00",4
373,3,3,"2025-01-15 00:00:00",3
374,1,46,"2025-07-19 00:00:00",2
375,2,47,"2025-02-27 00:00:00",3
376,5,3,"2025-01-11 00:00:00",3
377,3,46,"2025-07-29 00:00:00",1
378,2,24,"2025-02-24 00:00:00",3
379,5,18,"2025-02-11 00:00:00",1
380,4,47,"2025-07-19 00:00:00",4
381,2,47,"2025-01-25 00:00:00",4
382,5,47,"2025-04-24 00:00:00",4
383,2,7,"2025-07-03 00:00:00",5
384,1,24,"2025-03-01 00:00:00",3
385,1,14,"2025-04-16 00:00:00",1
386,1,47,"2025-01-24 00:00:00",3
387,1,24,"2025-06-25 00:00:00",4
388,3,47,"2025-01-13 00:00:00",2
389,5,7,"2025-02-12 00:00:00",2
390,5,3,"2025-01-10 00:00:00",1
391,1,24,"2025-04-22 00:00:00",5
392,3,18,"2025-06-26 00:00:00",3
393,3,47,"2025-02-16 00:00:00",5
394,1,38,"2025-03-11 00:00:00",1
395,1,14,"2025-01-14 00:00:00",4
396,4,18,"2025-02-22 00:00:00",1
397,3,24,"2025-04-28 00:00:00",1
398,2,28,"2025-04-14 00:00:00",2
399,4,38,"2025-03-19 00:00:00",5
400,5,38,"2025-01-12 00:00:00",3
401,1,38,"2025-02-04 00:00:00",1
402,2,38,"2025-07-01 00:00:00",1
403,2,38,"2025-01-09 00:00:00",3
404,2,47,"2025-03-18 00:00:00",4
405,1,18,"2025-05-12 00:00:00",1
406,2,14,"2025-02-16 00:00:00",2
407,3,28,"2025-03-18 00:00:00",4
408,4,38,"2025-01-30 00:00:00",4
409,1,28,"2025-03-16 00:00:00",4
410,4,38,"2025-05-25 00:00:00",3
411,2,14,"2025-01-09 00:00:00",1
412,1,7,"2025-03-20 00:00:00",4
413,3,24,"2025-04-14 00:00:00",2
414,4,28,"2025-03-02 00:00:00",2
415,2,14,"2025-06-14 00:00:00",4
416,3,3,"2025-05-29 00:00:00",1
417,1,40,"2025-05-09 00:00:00",2
418,1,38,"2025-06-07 00:00:00",3
419,3,24,"2025-07-10 00:00:00",1
420,4,38,"2025-01-24 00:00:00",4
421,5,40,"2025-03-03 00:00:00",2
422,1,14,"2025-06-20 00:00:00",3
423,1,28,"2025-03-13 00:00:00",4
424,2,18,"2025-02-23 00:00:00",1
425,3,46,"2025-06-03 00:00:00",4
426,4,3,"2025-07-15 00:00:00",3
427,5,3,"2025-02-21 00:00:00",4
428,2,47,"2025-05-24 00:00:00",1
429,1,28,"2025-03-15 00:00:00",4
430,2,14,"2025-07-07 00:00:00",4
431,1,38,"2025-03-24 00:00:00",1
432,2,38,"2025-03-21 00:00:00",2
433,1,38,"2025-07-16 00:00:00",4
434,5,28,"2025-03-05 00:00:00",3
435,1,3,"2025-03-31 00:00:00",1
436,5,28,"2025-01-15 00:00:00",2
437,3,14,"2025-05-05 00:00:00",2
438,5,24,"2025-05-28 00:00:00",2
439,5,47,"2025-04-21 00:00:00",5
440,2,46,"2025-01-15 00:00:00",5
441,1,38,"2025-01-12 00:00:00",2
442,2,47,"2025-01-13 00:00:00",1
443,1,38,"2025-07-14 00:00:00",3
444,2,47,"2025-02-13 00:00:00",4
445,5,18,"2025-01-13 00:00:00",1
446,1,18,"2025-06-30 00:00:00",3
447,5,46,"2025-06-05 00:00:00",1
448,1,47,"2025-01-17 00:00:00",5
449,1,47,"2025-03-01 00:00:00",4
450,5,18,"2025-05-07 00:00:00",1
451,4,40,"2025-07-07 00:00:00",4
452,2,14,"2025-06-22 00:00:00",1
453,2,18,"2025-07-19 00:00:00",1
454,1,7,"2025-01-14 00:00:00",1
455,4,24,"2025-04-25 00:00:00",4
456,3,28,"2025-04-01 00:00:00",1
457,3,14,"2025-07-11 00:00:00",3
458,1,47,"2025-07-26 00:00:00",4
459,2,14,"2025-02-18 00:00:00",1
460,5,28,"2025-07-27 00:00:00",3
461,4,38,"2025-07-22 00:00:00",1
462,1,18,"2025-07-06 00:00:00",3
463,1,24,"2025-03-18 00:00:00",4
464,2,40,"2025-07-06 00:00:00",1
465,4,3,"2025-07-27 00:00:00",2
466,3,3,"2025-04-15 00:00:00",3
467,2,14,"2025-05-10 00:00:00",1
468,5,3,"2025-05-10 00:00:00",1
469,2,28,"2025-01-12 00:00:00",1
470,3,3,"2025-02-23 00:00:00",1
471,3,47,"2025-02-13 00:00:00",4
472,3,3,"2025-07-22 00:00:00",3
473,1,38,"2025-03-12 00:00:00",1
474,1,14,"2025-01-12 00:00:00",1
475,3,3,"2025-03-26 00:00:00",5
476,3,24,"2025-06-08 00:00:00",3
477,5,46,"2025-04-16 00:00:00",2
478,4,14,"2025-02-22 00:00:00",1
479,3,28,"2025-02-26 00:00:00",1
480,5,14,"2025-01-03 00:00:00",3
481,2,7,"2025-06-03 00:00:00",2
482,3,7,"2025-05-15 00:00:00",1
483,2,24,"2025-01-13 00:00:00",1
484,3,47,"2025-02-15 00:00:00",3
485,1,24,"2025-05-21 00:00:00",5
486,4,46,"2025-05-19 00:00:00",3
487,1,47,"2025-07-17 00:00:00",2
488,5,40,"2025-02-26 00:00:00",4
489,5,47,"2025-01-29 00:00:00",3
490,3,46,"2025-04-22 00:00:00",2
491,5,28,"2025-02-12 00:00:00",3
492,1,47,"2025-02-05 00:00:00",3
493,5,14,"2025-06-20 00:00:00",4
494,3,7,"2025-06-26 00:00:00",1
495,3,18,"2025-04-02 00:00:00",4
496,4,18,"2025-04-14 00:00:00",4
497,4,14,"2025-03-06 00:00:00",4
498,5,3,"2025-03-08 00:00:00",4
499,4,28,"2025-01-03 00:00:00",4
500,2,24,"2025-05-19 00:00:00",4
501,3,24,"2025-03-18 00:00:00",1
502,3,46,"2025-07-11 00:00:00",2
503,1,14,"2025-06-23 00:00:00",5
504,2,38,"2025-04-07 00:00:00",4
505,3,40,"2025-03-10 00:00:00",2
506,3,7,"2025-04-18 00:00:00",3
507,1,38,"2025-06-16 00:00:00",3
508,1,28,"2025-06-13 00:00:00",3
509,3,14,"2025-04-23 00:00:00",3
510,5,7,"2025-04-06 00:00:00",3
511,2,28,"2025-04-21 00:00:00",1
512,5,7,"2025-06-14 00:00:00",4
513,2,38,"2025-06-03 00:00:00",1
514,2,28,"2025-01-11 00:00:00",2
515,5,46,"2025-03-13 00:00:00",3
516,3,40,"2025-01-17 00:00:00",4
517,2,7,"2025-06-11 00:00:00",2
518,4,7,"2025-07-23 00:00:00",1
519,3,14,"2025-02-03 00:00:00",3
520,3,24,"2025-07-11 00:00:00",4
521,3,38,"2025-07-07 00:00:00",3
522,4,47,"2025-06-21 00:00:00",4
523,1,28,"2025-06-15 00:00:00",1
524,4,47,"2025-03-13 00:00:00",2
525,1,14,"2025-04-18 00:00:00",4
526,5,3,"2025-01-04 00:00:00",4
527,4,24,"2025-01-21 00:00:00",3
528,2,38,"2025-07-08 00:00:00",2
529,5,46,"2025-03-09 00:00:00",4
530,1,47,"2025-06-15 00:00:00",1
531,1,38,"2025-06-18 00:00:00",1
532,5,24,"2025-07-15 00:00:00",3
533,2,28,"2025-04-09 00:00:00",4
534,2,47,"2025-04-27 00:00:00",4
535,1,24,"2025-04-17 00:00:00",2
536,3,47,"2025-02-25 00:00:00",4
537,2,40,"2025-03-28 00:00:00",3
538,5,28,"2025-03-22 00:00:00",4
539,1,40,"2025-03-11 00:00:00",2
540,3,3,"2025-07-07 00:00:00",3
541,3,28,"2025-06-22 00:00:00",2
542,5,3,"2025-02-23 00:00:00",1
543,2,3,"2025-02-21 00:00:00",1
544,5,14,"2025-05-09 00:00:00",1
545,2,24,"2025-02-15 00:00:00",2
546,3,47,"2025-07-05 00:00:00",1
547,2,47,"2025-01-27 00:00:00",3
548,4,47,"2025-03-05 00:00:00",1
549,5,18,"2025-04-29 00:00:00",2
550,5,7,"2025-07-14 00:00:00",1
551,3,46,"2025-04-13 00:00:00",1
552,5,18,"2025-06-16 00:00:00",1
553,1,24,"2025-05-25 00:00:00",2
554,4,38,"2025-06-22 00:00:00",3
555,5,47,"2025-05-26 00:00:00",3
556,2,18,"2025-02-01 00:00:00",1
557,2,38,"2025-07-01 00:00:00",3
558,5,28,"2025-01-09 00:00:00",4
559,5,3,"2025-01-28 00:00:00",2
560,1,46,"2025-02-21 00:00:00",4
561,3,18,"2025-05-17 00:00:00",1
562,3,46,"2025-05-26 00:00:00",1
563,2,47,"2025-01-11 00:00:00",1
564,1,28,"2025-03-16 00:00:00",1
565,1,14,"2025-01-17 00:00:00",5
566,5,14,"2025-03-04 00:00:00",1
567,2,24,"2025-01-29 00:00:00",4
568,4,47,"2025-07-21 00:00:00",1
569,4,28,"2025-01-05 00:00:00",1
570,1,3,"2025-03-07 00:00:00",2
571,3,46,"2025-07-11 00:00:00",4
572,4,28,"2025-02-19 00:00:00",1
573,3,18,"2025-06-25 00:00:00",3
574,1,47,"2025-05-18 00:00:00",3
575,5,3,"2025-05-06 00:00:00",4
576,1,3,"2025-04-13 00:00:00",3
577,4,7,"2025-01-23 00:00:00",1
578,4,14,"2025-03-22 00:00:00",2
579,1,14,"2025-04-04 00:00:00",4
580,4,46,"2025-05-28 00:00:00",4
581,4,18,"2025-06-01 00:00:00",1
582,3,40,"2025-02-19 00:00:00",2
583,1,14,"2025-02-16 00:00:00",4
584,2,14,"2025-01-14 00:00:00",4
585,3,38,"2025-03-06 00:00:00",1
586,1,47,"2025-06-28 00:00:00",4
587,2,18,"2025-03-25 00:00:00",1
588,5,24,"2025-04-02 00:00:00",2
589,2,47,"2025-03-12 00:00:00",4
590,5,38,"2025-07-16 00:00:00",1
591,2,28,"2025-03-12 00:00:00",4
592,3,46,"2025-01-25 00:00:00",1
593,5,46,"2025-04-05 00:00:00",1
594,5,46,"2025-07-05 00:00:00",3
595,3,40,"2025-07-11 00:00:00",2
596,5,3,"2025-03-14 00:00:00",1
597,1,3,"2025-07-15 00:00:00",1
598,1,38,"2025-01-24 00:00:00",2
599,1,7,"2025-03-19 00:00:00",1
600,3,7,"2025-06-26 00:00:00",2
601,4,28,"2025-04-30 00:00:00",4
602,1,24,"2025-03-31 00:00:00",2
603,4,28,"2025-07-17 00:00:00",2
604,2,24,"2025-02-09 00:00:00",1
605,4,38,"2025-07-23 00:00:00",1
606,4,46,"2025-03-23 00:00:00",3
607,3,14,"2025-02-04 00:00:00",3
608,5,28,"2025-07-02 00:00:00",2
609,1,46,"2025-05-28 00:00:00",1
610,1,14,"2025-01-21 00:00:00",2
611,2,47,"2025-02-21 00:00:00",3
612,3,18,"2025-07-29 00:00:00",1
613,1,3,"2025-05-03 00:00:00",4
614,1,14,"2025-05-10 00:00:00",5
615,2,3,"2025-06-09 00:00:00",4
616,3,46,"2025-01-26 00:00:00",4
617,1,46,"2025-01-12 00:00:00",4
618,3,7,"2025-01-09 00:00:00",3
619,5,47,"2025-05-13 00:00:00",3
620,2,28,"2025-05-20 00:00:00",4
621,3,18,"2025-02-05 00:00:00",1
622,5,40,"2025-06-14 00:00:00",3
623,2,3,"2025-06-07 00:00:00",3
624,2,46,"2025-04-29 00:00:00",3
625,2,47,"2025-05-27 00:00:00",4
626,3,38,"2025-03-04 00:00:00",1
627,2,46,"2025-01-12 00:00:00",4
628,3,14,"2025-07-07 00:00:00",2
629,5,40,"2025-07-12 00:00:00",3
630,3,47,"2025-07-11 00:00:00",1
631,2,38,"2025-06-20 00:00:00",3
632,4,3,"2025-01-23 00:00:00",3
633,4,24,"2025-07-04 00:00:00",1
